labels,scores
0,0.016397305
0,0.006563473
0,0.009282771
0,0.014506328
0,0.009624368
0,0.003676553
0,0.005676647
0,0.005969517
0,0.009037395
0,0.010357084
0,0.005146019
0,0.007775314
0,0.052019741
0,0.041806627
0,0.033600569
0,0.012635023
0,0.006058879
0,0.004514394
0,0.004723356
0,0.012748669
0,0.004829407
0,0.010582038
0,0.009693901
0,0.006840869
0,0.004692724
0,0.005892663
0,0.005139601
0,0.005860446
0,0.004918109
0,0.006117326
0,0.00789074
0,0.009426446
0,0.004142025
0,0.005833479
0,0.004389513
0,0.004960573
0,0.007315585
0,0.00728511
0,0.005564618
0,0.004482365
0,0.005138557
0,0.006580539
0,0.006684125
0,0.005664376
0,0.005483958
0,0.016656199
0,0.011730041
0,0.006665262
0,0.008750284
0,0.006498796
0,0.004365715
0,0.008562138
0,0.019819269
0,0.00791406
0,0.004556136
0,0.00433109
0,0.004632747
0,0.005551342
0,0.006845059
0,0.008088483
0,0.01479544
0,0.021586752
0,0.015468541
0,0.005501722
0,0.018048795
0,0.007702831
0,0.010456693
0,0.004433068
0,0.006026309
0,0.006818547
0,0.005565301
0,0.005898124
0,0.010835527
0,0.015958689
0,0.007175757
0,0.021321226
0,0.015264781
0,0.01576764
0,0.014407779
0,0.009059107
0,0.007988097
0,0.004675031
0,0.007680978
0,0.006481032
0,0.006228868
0,0.012938368
0,0.005655502
0,0.005466273
0,0.007575077
0,0.037327915
0,0.018042471
0,0.008298574
0,0.081146546
0,0.013286162
0,0.013378301
0,0.008045932
0,0.006582045
0,0.006209582
0,0.01282987
0,0.008204191
0,0.006765247
0,0.005349504
0,0.00558447
0,0.005651672
0,0.005664344
0,0.005435994
0,0.006521001
0,0.012619487
0,0.024621338
0,0.022848589
0,0.01885497
0,0.07943172
0,0.003905766
0,0.008581134
0,0.008462217
0,0.013697071
0,0.010314267
0,0.00649295
0,0.004444444
0,0.00881216
0,0.005245172
0,0.005798508
0,0.005763482
0,0.005651672
0,0.005536826
0,0.011084371
0,0.021030819
0,0.024513422
0,0.025420593
0,0.010814279
0,0.012137467
0,0.004774506
0,0.004244569
0,0.00349991
0,0.004581911
0,0.017961496
0,0.006958321
0,0.00593694
0,0.005595571
0,0.005744698
0,0.006196165
0,0.005531718
0,0.005531718
0,0.006886174
0,0.012954704
0,0.018321149
0,0.0201509
0,0.010488337
0,0.019525928
0,0.004552111
0,0.004435845
0,0.006067446
0,0.006855793
0,0.006211983
0,0.00750286
0,0.006912969
0,0.007291183
0,0.005198566
0,0.007077662
0,0.005804831
0,0.014429003
0,0.005330195
0,0.011819356
0,0.006915103
0,0.0039318
0,0.005825373
0,0.01607421
0,0.005732638
0,0.009463778
0,0.006641716
0,0.010115584
0,0.007417375
0,0.01240606
0,0.007328759
0,0.011775464
0,0.016222842
0,0.007949854
0,0.006894703
0,0.009066057
0,0.005419823
0,0.005531718
0,0.005766307
0,0.004339917
0,0.003491569
0,0.002719504
0,0.006811831
0,0.012449458
0,0.025857912
0,0.007790214
0,0.005668118
0,0.005882572
0,0.006355076
0,0.005717212
0,0.005570134
0,0.006096556
0,0.006048089
0,0.005877661
0,0.007555077
0,0.005735102
0,0.005794075
0,0.005531718
0,0.005531718
0,0.005732701
0,0.005361125
0,0.007353381
0,0.005459588
0,0.01414139
0,0.005758076
0,0.013035277
0,0.00457077
0,0.005605489
0,0.005691226
0,0.006044717
0,0.007529004
0,0.005532919
0,0.007616898
0,0.01025145
0,0.006077129
0,0.004958588
0,0.004741842
0,0.00675806
0,0.005810018
0,0.005750096
0,0.006998564
0,0.005750096
0,0.011857583
0,0.013118825
0,0.011848584
0,0.007752246
0,0.007002511
0,0.00579777
0,0.007288304
0,0.00739517
0,0.007749367
0,0.005240355
0,0.005338708
0,0.004459917
0,0.008504452
0,0.006591343
0,0.008334878
0,0.009190783
0,0.005199445
0,0.005242975
0,0.007680013
0,0.006261195
0,0.005750096
0,0.005595933
0,0.005778492
0,0.01416205
0,0.010709744
0,0.00980615
0,0.011290069
0,0.005780015
0,0.008590715
0,0.008147526
0,0.005032091
0,0.006253301
0,0.004499902
0,0.005220033
0,0.008213804
0,0.004828912
0,0.00623174
0,0.006271088
0,0.006413585
0,0.00595548
0,0.00705392
0,0.006561668
0,0.006417884
0,0.005910521
0,0.021254197
0,0.008409772
